Unnamed: 0,New Provider Name,Assessment and plan for trauma,Assessment and plan for pain,Pt is at baseline No GDR,Attempted GDR,Failed GDR,Unstable requiring no med changes,Pt Unstable Requiring Med Changes,Ordered labs,Total Psych Meds Started,Total Psych Meds Discontinued,Total Psych Meds Increased,Total Pysch Meds Decreased,Changed diagnosis,Referred patient to,Initiated prior authorization,Summary of session and goals,Decision making,Total Difference In Psych Meds,Initiated Baker Act,Initiated 1 1 sitter,Removed 1 1 sitter
,Provider-112,1,1,4,0,0,3,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0
,Provider-70,36,37,311,10,0,14,93,12,38,29,66,11,40,4,1,0,0,-9,0,0,0
,Provider-71,47,44,259,33,0,20,57,19,38,32,43,22,20,0,1,0,0,-6,2,0,0
,Provider-72,46,46,209,15,0,18,107,18,60,22,54,34,11,0,1,0,0,-38,0,0,0
,Provider-74,82,83,274,18,5,35,112,12,71,37,49,53,15,10,4,0,0,-34,3,1,1
,Provider-75,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0
,Provider-76,71,72,226,25,0,13,71,8,52,81,27,28,14,4,3,0,0,29,1,0,0
,Provider-77,65,65,224,42,7,116,137,23,52,52,94,46,35,39,0,0,0,0,5,0,0
,Provider-78,54,54,115,7,0,19,15,6,8,8,7,11,14,2,0,0,0,0,0,0,0
,Provider-79,78,78,204,12,3,23,115,22,73,31,63,11,32,4,0,0,0,-42,0,2,0
,Provider-80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0
,Provider-81,239,0,0,0,0,0,0,0,0,0,0,0,36,12,0,239,0,0,2,2,2
,Provider-82,47,0,0,0,0,0,0,0,0,0,0,0,0,3,0,157,0,0,0,0,0
,Provider-83,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0
,Provider-84,45,44,155,14,1,32,99,11,29,23,62,29,14,11,1,0,0,-6,1,2,0
,Provider-106,52,55,171,0,0,18,42,6,34,14,14,7,4,4,0,0,0,-20,0,0,0
,Provider-85,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,1,0,0
,Provider-86,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0
,Provider-87,224,191,46,12,5,217,106,53,68,77,51,22,22,183,4,0,0,9,4,11,1
,Provider-88,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0
,Provider-90,31,31,111,0,0,2,17,0,11,6,6,2,1,2,0,0,0,-5,0,0,0
,Provider-91,77,77,186,14,1,42,56,42,49,29,23,27,23,11,2,0,0,-20,1,1,0
,Provider-113,12,12,56,2,1,6,3,0,3,4,1,1,0,0,0,0,0,1,0,0,0
,Provider-92,174,175,107,5,1,20,43,5,33,2,23,18,3,33,0,0,3,-31,0,1,0
,Provider-93,69,69,257,46,0,13,87,9,30,42,63,53,12,0,0,0,4,12,0,0,0
,Provider-94,60,62,221,76,5,30,142,15,64,75,82,75,7,22,1,0,0,11,0,0,0
,Provider-95,69,71,325,19,0,51,124,29,49,52,66,22,23,21,1,0,0,3,1,0,2
,Provider-96,23,23,222,16,2,14,96,0,43,24,65,47,7,0,0,0,0,-19,0,0,0
,Provider-107,80,0,0,0,0,0,0,0,0,0,0,0,1,1,0,80,0,0,0,0,0
,Provider-97,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,224,0,0,0,0,0
,Provider-98,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0
,Provider-99,77,88,251,27,0,55,130,34,42,66,57,46,22,6,4,0,0,24,0,0,2
,Provider-100,6559,4434,18610,1558,59,2210,5223,871,2957,2833,2788,1924,1307,1307,53,7213,101,-124,44,41,53
,Provider-0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0
,Provider-2,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0
,Provider-3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0
,Provider-4,205,0,0,0,0,0,0,0,0,0,0,0,81,40,0,206,0,0,8,9,14
,Provider-114,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
,Provider-6,64,63,271,29,1,29,41,8,18,85,25,7,21,8,0,0,1,67,2,0,1
,Provider-7,50,45,187,21,0,21,76,15,51,41,31,29,11,0,0,0,3,-10,0,0,0
,Provider-8,4,4,4,0,0,2,4,0,0,0,3,1,0,2,0,0,0,0,0,0,0
,Provider-9,32,27,40,3,0,12,11,2,9,5,1,1,5,5,0,0,0,-4,0,0,0
,Provider-11,39,38,170,65,3,54,190,50,92,141,108,37,36,30,1,0,0,49,0,1,2
,Provider-12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0
,Provider-13,56,52,236,7,0,58,75,15,41,20,34,10,13,0,0,0,12,-21,0,0,0
,Provider-14,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,2,0,0
,Provider-15,162,162,103,12,0,33,68,9,45,36,27,18,18,2,3,0,0,-9,1,0,0
,Provider-16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0
,Provider-115,63,0,0,0,0,0,0,0,0,0,0,0,1,2,0,63,0,0,0,0,0
,Provider-116,78,77,23,18,0,11,46,3,33,37,23,23,3,0,0,0,0,4,0,0,0
,Provider-17,97,96,190,45,0,10,82,2,45,54,38,37,16,0,0,0,5,9,0,0,0
,Provider-18,34,34,222,11,0,6,46,17,25,31,28,10,5,54,0,0,2,6,0,0,0
,Provider-19,17,17,237,47,1,6,70,2,39,66,39,69,27,3,0,0,1,27,1,0,0
,Provider-20,34,34,237,13,2,19,102,12,45,38,59,29,8,4,1,0,11,-7,0,0,0
,Provider-21,6,7,4562,41,0,43,71,37,42,124,58,95,165,4,2,0,0,82,0,1,0
,Provider-22,15,14,392,1,0,67,51,12,14,13,36,9,15,0,0,0,0,-1,0,0,0
,Provider-23,50,45,197,51,2,8,83,16,32,50,63,49,7,9,0,0,6,18,0,0,0
,Provider-24,10,12,184,74,2,42,133,4,59,74,90,51,36,1,1,0,14,15,1,1,1
,Provider-25,135,135,138,41,3,80,69,15,16,72,41,45,9,35,0,0,0,56,0,0,0
,Provider-26,37,31,197,67,1,40,127,11,58,61,69,51,49,16,0,0,15,3,0,0,0
,Provider-27,59,59,145,21,4,20,47,3,23,29,25,33,7,0,0,0,1,6,0,0,1
,Provider-108,36,35,77,0,0,16,19,5,14,1,4,1,5,3,0,0,0,-13,0,0,0
,Provider-28,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0
,Provider-102,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0
,Provider-30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0
,Provider-31,50,50,193,18,0,18,107,3,63,37,47,25,11,0,0,0,3,-26,0,0,0
,Provider-32,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0
,Provider-33,34,33,30,2,1,1,4,0,2,0,1,0,0,1,0,0,0,-2,0,0,0
,Provider-103,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0
,Provider-109,58,59,147,35,0,19,119,5,91,45,51,32,24,0,0,0,0,-46,1,0,0
,Provider-34,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0
,Provider-35,64,68,160,7,0,36,82,18,52,29,38,11,5,3,0,0,10,-23,0,1,1
,Provider-36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0
,Provider-37,36,0,0,0,0,0,0,0,0,0,0,0,0,2,0,353,0,0,0,0,0
,Provider-38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0
,Provider-39,67,67,247,45,0,67,98,23,61,63,56,57,28,6,6,0,5,2,0,2,2
,Provider-40,19,18,145,8,0,6,22,3,12,12,11,3,0,0,0,0,1,0,0,0,0
,Provider-110,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0
,Provider-41,21,21,80,0,0,7,14,0,10,5,5,0,5,2,0,0,0,-5,0,0,0
,Provider-43,69,69,122,19,2,23,132,10,71,70,66,61,25,11,0,0,13,-1,0,1,0
,Provider-104,121,0,0,0,0,0,0,0,0,0,0,0,0,1,0,283,0,0,0,0,0
,Provider-117,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,102,0,0,1,1,1
,Provider-44,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,0,0,0,0,0
,Provider-105,79,80,147,12,0,25,16,1,14,18,4,23,8,0,0,0,2,4,0,0,0
,Provider-45,98,98,273,10,0,17,79,2,60,44,36,22,2,2,0,0,5,-16,0,0,7
,Provider-46,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,223,0,0,0,0,0
,Provider-47,43,39,322,9,5,12,67,2,35,29,32,19,44,2,0,0,0,-6,0,0,0
,Provider-49,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,0,0,0,0,0
,Provider-50,55,51,217,110,3,27,59,17,26,98,42,76,12,0,0,0,8,72,0,0,0
,Provider-51,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104,0,0,0,0,0
,Provider-52,142,153,391,23,2,123,91,7,60,99,25,18,28,21,1,0,0,39,1,1,4
,Provider-53,33,32,181,42,0,12,91,26,41,86,59,29,26,5,1,0,5,45,0,0,1
,Provider-54,29,28,62,7,1,9,47,1,29,35,28,26,13,0,1,0,18,6,0,0,2
,Provider-111,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
,Provider-55,428,47,0,0,0,0,0,1,104,66,106,19,3,1,0,0,0,-38,0,0,0
,Provider-56,413,413,332,36,6,8,96,20,78,75,46,38,10,2,1,0,0,-3,1,0,0
,Provider-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0
,Provider-58,72,68,231,48,0,19,113,15,60,57,72,55,27,2,2,0,4,-3,0,0,0
,Provider-59,75,76,221,18,0,38,75,18,37,42,37,23,57,18,0,0,0,5,0,0,0
,Provider-60,153,0,0,0,0,0,0,0,0,0,0,0,1,1,0,153,0,0,0,1,2
,Provider-61,97,98,272,19,0,62,85,13,54,52,38,8,9,8,0,0,0,-2,0,0,0
,Provider-62,55,55,51,84,0,11,89,10,48,80,76,66,24,0,0,0,0,32,0,1,0
,Provider-63,60,60,104,5,0,33,94,4,70,14,25,15,0,2,0,0,1,-56,0,0,0
,Provider-65,42,42,149,10,1,6,43,8,30,22,17,11,8,14,0,0,3,-8,0,0,0
,Provider-66,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,216,0,0,0,0,0
,Provider-67,111,105,225,49,1,105,96,22,44,90,46,47,14,95,2,0,20,46,0,0,2
,Provider-69,66,67,260,17,0,13,42,3,28,30,18,19,8,2,1,0,0,2,0,0,0
,Provider-112,87,87,46,4,0,59,60,11,54,44,8,8,7,45,0,0,0,-10,0,0,0
,Provider-70,20,20,244,30,0,5,76,22,45,64,38,17,41,0,0,0,0,19,0,0,0
,Provider-71,48,44,244,39,0,31,44,20,32,51,40,30,13,0,0,0,0,19,0,0,2
,Provider-72,46,43,242,23,0,11,117,22,65,60,61,36,15,1,1,0,16,-5,1,0,0
,Provider-74,76,73,247,27,1,24,72,11,44,58,46,35,33,7,1,0,0,14,1,1,1
,Provider-75,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0
,Provider-76,71,71,228,27,1,16,92,15,73,52,41,19,13,7,2,0,4,-21,0,0,0
,Provider-118,22,22,2,0,0,5,13,1,6,1,8,1,1,0,0,0,0,-5,1,0,0
,Provider-77,53,47,183,44,3,110,126,11,65,59,91,48,33,36,1,0,2,-6,5,0,0
,Provider-78,53,53,223,11,0,23,39,9,29,23,22,18,23,1,0,0,0,-6,0,0,0
,Provider-79,38,38,222,55,1,17,105,19,65,55,83,51,35,0,0,0,1,-10,1,0,2
,Provider-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
,Provider-81,234,0,0,0,0,0,0,0,0,0,0,0,33,8,0,234,0,0,0,0,0
,Provider-119,42,42,227,17,0,1,43,4,44,37,11,16,2,0,0,0,0,-7,0,0,0
,Provider-83,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0
,Provider-84,64,60,195,33,0,38,102,18,34,30,87,41,14,10,1,0,5,-4,1,2,0
,Provider-106,54,54,171,9,0,23,53,6,29,15,26,14,7,5,1,0,0,-14,0,0,0
,Provider-120,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0
,Provider-85,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,247,0,0,1,0,0
,Provider-121,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
,Provider-86,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0
,Provider-87,137,112,38,18,6,125,95,30,42,93,48,39,32,122,3,0,0,51,7,9,4
,Provider-88,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0
,Provider-89,30,30,12,5,1,2,22,6,14,13,11,7,8,1,2,0,0,-1,0,0,0
,Provider-90,35,35,109,0,0,3,11,0,8,3,3,1,3,0,0,0,0,-5,0,0,0
,Provider-91,39,39,158,4,0,39,59,25,45,21,17,9,11,7,1,0,4,-24,3,0,0
,Provider-113,27,22,179,3,1,18,29,7,15,19,14,6,6,1,4,0,1,4,0,0,0
,Provider-92,179,178,117,6,0,19,31,6,20,10,16,11,7,40,0,0,2,-10,0,1,0
,Provider-93,50,57,217,52,0,13,56,2,28,45,40,55,18,0,0,0,9,17,0,0,0
,Provider-94,57,57,231,71,3,21,114,16,48,69,66,76,8,19,1,0,0,21,0,0,0
,Provider-95,37,37,235,24,0,36,100,15,38,52,49,27,16,11,3,0,6,14,1,0,0
,Provider-96,47,41,230,31,3,13,113,2,48,32,71,56,17,3,0,0,18,-16,0,0,0
,Provider-107,101,0,0,0,0,0,0,0,0,0,0,0,1,1,0,101,0,0,0,0,0
,Provider-97,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,280,0,0,0,0,0
,Provider-98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0
,Provider-99,89,78,239,22,1,64,139,21,57,68,58,45,23,19,0,0,14,11,0,1,0
,Provider-100,6520,4224,16613,1755,62,1990,4883,769,2829,3150,2739,1974,1355,1355,44,7250,251,321,41,34,50
,Provider-0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0
,Provider-2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0
,Provider-3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0
,Provider-4,197,0,0,0,0,0,0,0,0,0,0,0,85,35,0,197,0,0,10,11,17
,Provider-114,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0
,Provider-6,41,41,203,16,2,15,24,3,10,35,17,1,9,6,0,0,7,25,0,0,1
,Provider-7,103,103,224,26,1,28,90,20,69,59,21,35,13,0,0,0,4,-10,1,0,0
,Provider-9,77,77,146,5,0,43,24,6,15,18,8,7,10,11,0,0,1,3,0,0,0
,Provider-11,64,62,167,46,0,57,167,46,101,116,84,31,38,24,0,0,3,15,0,0,0
,Provider-12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0
,Provider-13,48,47,198,9,0,43,70,8,34,38,37,10,4,0,0,0,3,4,0,0,0
,Provider-14,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,3,0,0
,Provider-15,178,182,145,30,0,53,66,9,39,52,37,30,11,0,0,0,0,13,2,1,2
,Provider-16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0
,Provider-115,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0
,Provider-116,61,61,148,62,0,8,110,9,55,72,81,44,23,0,0,0,0,17,0,0,0
,Provider-17,32,32,129,33,0,6,35,0,18,32,19,23,3,0,0,0,4,14,0,0,0
,Provider-18,43,42,229,9,0,8,44,14,29,18,28,4,5,49,0,0,7,-11,0,0,1
,Provider-122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Provider-19,22,22,265,18,2,9,82,1,51,34,36,52,5,3,1,0,0,-17,0,0,0
,Provider-123,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
,Provider-20,37,34,237,11,1,24,88,7,39,29,54,21,2,11,0,0,28,-10,0,0,0
,Provider-21,1,4,4776,18,1,46,98,51,48,131,62,69,112,6,3,0,0,83,2,1,3
,Provider-22,29,28,483,0,0,65,62,5,26,17,32,7,20,0,0,0,0,-9,0,0,0
,Provider-23,34,31,160,70,2,4,70,19,27,55,54,62,8,10,0,0,7,28,0,1,1
,Provider-24,21,21,160,67,0,18,131,1,63,105,80,42,28,2,0,0,2,42,0,0,0
,Provider-25,149,149,177,47,3,62,82,5,25,87,56,25,5,25,0,0,0,62,0,0,0
,Provider-26,48,37,237,66,0,19,146,7,77,84,74,63,43,6,0,0,5,7,0,0,0
,Provider-27,73,73,192,21,1,9,45,4,27,41,22,22,1,1,0,0,3,14,0,4,3
,Provider-108,12,12,48,12,0,3,16,2,12,5,9,11,1,0,0,0,16,-7,0,0,0
,Provider-28,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0
,Provider-102,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0
,Provider-30,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,1,0,0
,Provider-31,76,76,216,22,0,21,92,2,49,33,45,23,5,2,0,0,13,-16,0,0,0
,Provider-32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0
,Provider-33,18,18,16,1,0,0,3,0,1,2,2,1,0,0,0,0,0,1,0,0,0
,Provider-124,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
,Provider-103,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0
,Provider-109,78,78,152,51,0,27,106,8,91,59,55,30,7,0,0,0,7,-32,1,0,0
,Provider-34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,1,0,0
,Provider-35,50,51,171,12,1,34,94,18,41,45,59,10,2,6,0,0,29,4,0,0,0
,Provider-36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0
,Provider-37,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,373,0,0,0,0,0
,Provider-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
,Provider-39,67,68,265,30,1,51,81,10,45,88,46,37,18,8,3,0,16,43,0,1,3
,Provider-125,99,97,0,0,0,1,1,1,26,12,9,3,0,1,0,0,0,-14,0,0,0
,Provider-40,9,9,40,3,0,0,1,0,1,6,0,0,0,0,0,0,0,5,0,0,0
,Provider-110,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0
,Provider-41,63,63,182,48,1,18,36,6,22,71,12,12,4,3,0,0,0,49,1,0,1
,Provider-43,64,64,114,44,1,37,138,18,73,83,76,70,32,14,0,0,1,10,0,0,0
,Provider-104,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,279,0,0,0,0,0
,Provider-117,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0
,Provider-44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
,Provider-105,49,50,132,21,0,28,22,0,20,40,14,23,2,0,0,0,3,20,0,0,0
,Provider-45,122,125,309,37,0,22,104,7,88,125,83,24,12,0,1,0,0,37,1,2,1
,Provider-46,33,0,0,0,0,0,0,0,0,0,0,0,0,2,0,206,0,0,0,0,0
,Provider-47,51,45,307,48,3,9,59,2,37,78,27,63,43,0,2,0,0,41,1,0,0
,Provider-49,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
,Provider-51,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0
,Provider-52,151,192,393,27,1,133,83,9,71,89,15,12,18,24,0,0,0,18,0,0,6
,Provider-53,40,39,190,22,0,15,101,28,55,60,61,22,11,4,2,0,2,5,1,0,0
,Provider-54,33,33,87,21,6,8,66,3,32,45,44,59,8,0,1,0,4,13,0,0,1
,Provider-111,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0
,Provider-55,354,31,0,0,0,0,0,0,78,50,70,29,1,0,0,0,0,-28,0,0,0
,Provider-56,322,322,253,26,2,5,89,20,68,76,40,14,10,4,1,0,0,8,0,0,0
,Provider-57,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0
,Provider-58,62,60,238,44,0,26,101,30,61,50,64,78,14,6,1,0,9,-11,1,0,0
,Provider-126,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,6,-1,0,1,0
,Provider-59,57,60,230,47,0,42,98,17,60,71,44,38,45,10,1,0,1,11,0,0,1
,Provider-61,101,101,235,20,0,93,104,6,69,104,30,14,10,22,1,0,5,35,0,0,0
,Provider-62,37,37,98,94,2,6,106,27,61,91,92,92,17,0,0,0,10,30,0,0,0
,Provider-63,60,60,85,1,0,47,97,5,71,10,37,13,2,8,0,0,0,-61,0,0,0
,Provider-65,37,37,158,36,0,7,51,16,39,25,40,38,12,10,0,0,3,-14,0,0,0
,Provider-66,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0
,Provider-127,16,15,63,0,0,3,23,3,15,3,10,1,0,0,0,0,0,-12,0,0,0
,Provider-67,96,88,198,34,2,95,85,19,32,71,37,36,11,81,0,0,18,39,1,0,0
,Provider-69,74,76,268,23,0,22,50,6,29,37,29,17,2,4,0,0,3,8,0,0,0
,Provider-112,104,99,100,6,0,71,114,34,82,75,24,24,2,92,1,0,3,-7,0,1,0
,Provider-70,49,49,271,2,0,13,76,12,34,21,38,11,29,1,1,0,0,-13,0,0,0
,Provider-71,18,16,139,24,0,19,24,7,23,40,21,22,10,1,0,0,0,17,0,0,0
,Provider-72,28,27,275,31,1,12,113,37,57,65,75,43,13,1,2,0,4,8,1,1,4
,Provider-74,55,54,206,19,4,32,70,6,34,59,58,38,10,3,0,0,0,25,1,2,0
,Provider-75,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0
,Provider-76,67,67,257,21,0,17,66,18,51,60,26,28,15,5,0,0,14,9,0,0,0
,Provider-128,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
,Provider-118,85,83,30,4,0,8,54,6,31,20,30,12,7,1,1,0,1,-11,0,0,0
,Provider-77,33,30,168,25,3,67,111,17,44,27,73,34,19,26,0,0,0,-17,5,0,0
,Provider-78,51,49,216,18,0,23,49,14,32,32,30,28,20,0,1,0,9,0,1,1,0
,Provider-79,55,54,211,62,0,26,122,15,93,82,73,49,15,0,7,0,17,-11,0,0,1
,Provider-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0
,Provider-129,59,54,211,102,4,14,61,6,27,113,36,64,11,0,0,0,4,86,0,0,0
,Provider-81,238,0,0,0,0,0,0,0,0,0,0,0,28,4,0,238,0,0,1,1,1
,Provider-119,115,115,224,17,0,1,48,3,48,29,9,11,2,0,0,0,19,-19,0,0,0
,Provider-83,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0
,Provider-84,55,53,245,40,1,24,127,16,50,42,100,36,18,1,1,0,23,-8,0,1,1
,Provider-106,60,60,186,31,2,17,39,21,24,31,21,31,1,9,0,0,22,7,0,1,0
,Provider-120,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0
,Provider-85,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0
,Provider-121,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0
,Provider-86,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,0,0,0
,Provider-87,90,77,40,13,11,153,94,22,53,29,45,27,20,129,5,0,3,-24,6,16,3
,Provider-88,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0
,Provider-89,75,74,63,21,0,17,90,28,48,63,48,32,26,9,3,0,0,15,0,0,0
,Provider-90,33,33,102,1,0,3,10,3,7,5,3,1,0,0,0,0,0,-2,0,0,0
,Provider-91,20,19,174,30,0,35,38,19,27,41,15,20,2,8,0,0,9,14,0,1,1
,Provider-113,38,35,269,16,0,23,58,13,39,43,24,21,20,8,0,0,4,4,0,0,0
,Provider-92,240,238,143,14,0,26,38,7,17,18,29,28,3,42,0,0,1,1,1,2,1
,Provider-93,40,43,216,38,0,18,65,6,31,41,40,25,3,0,3,0,14,10,0,0,0
,Provider-94,37,38,180,52,4,15,76,10,27,46,48,61,4,11,1,0,0,19,0,0,0
,Provider-95,49,49,288,17,0,35,102,27,40,60,51,30,21,11,0,0,16,20,0,0,2
,Provider-96,46,46,198,46,1,10,85,6,61,58,46,61,11,0,0,0,12,-3,0,0,0
,Provider-107,134,0,0,0,0,0,0,0,0,0,0,0,0,2,0,136,0,0,0,0,0
,Provider-97,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0
,Provider-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
,Provider-99,38,40,137,15,0,25,67,14,20,35,40,24,16,6,1,0,0,15,0,0,0
,Provider-100,6827,4456,17275,1943,64,1974,5039,845,3001,3587,2855,2079,1038,1038,44,7660,395,586,43,49,55
,Provider-0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0
,Provider-2,88,0,0,0,0,0,0,0,0,0,0,0,3,1,0,212,0,0,0,0,0
,Provider-3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0
,Provider-4,179,0,0,0,0,0,0,0,0,0,0,0,92,32,0,179,0,0,10,9,14
,Provider-114,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0
,Provider-6,24,24,131,3,0,6,14,2,8,10,6,0,1,3,0,0,0,2,0,0,3
,Provider-7,99,99,232,41,1,27,92,5,63,76,29,36,12,0,0,0,3,13,0,0,3
,Provider-9,51,51,163,16,0,49,68,10,34,28,44,22,12,22,1,0,11,-6,0,0,0
,Provider-11,49,41,134,73,1,60,200,49,128,135,120,66,13,27,7,0,20,7,0,0,1
,Provider-12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0
,Provider-13,65,65,251,2,1,62,108,16,59,34,51,4,17,0,0,0,1,-25,0,0,0
,Provider-14,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,10,3,0
,Provider-15,138,139,193,6,0,55,72,2,39,20,26,20,4,5,3,0,3,-19,0,0,1
,Provider-16,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,0,0,0,0,0
,Provider-115,289,0,0,0,0,0,0,0,0,0,0,0,4,0,0,290,0,0,0,0,0
,Provider-116,15,15,131,36,0,6,84,6,38,64,63,35,18,0,1,0,0,26,0,0,0
,Provider-17,64,66,192,22,0,8,62,3,32,24,29,21,12,1,0,0,16,-8,0,2,2
,Provider-18,37,37,224,28,0,8,43,13,16,44,29,15,8,50,0,0,17,28,0,0,0
